Time,RAINRATE,T2D,Q2D,U2D,V2D,PSFC,SWDOWN,LWDOWN
2012-06-03 20:00:00,0.00007723,287.37,0.00843,-6.275,-0.093, 96416.0,425.73,349.88
2012-06-03 21:00:00,0.00006525,287.34,0.00861,-5.921,-0.523, 96432.7,341.16,343.99
2012-06-03 22:00:00,0.00017905,286.59,0.00847,-5.618,-0.761, 96439.9,236.12,344.66
2012-06-03 23:00:00,0.00015013,285.83,0.00834,-5.317,-1.000, 96447.5,131.87,345.30
2012-06-04 00:00:00,0.00003180,285.08,0.00819,-5.015,-1.236, 96456.0, 19.89,339.64
2012-06-04 01:00:00,0.00005904,284.53,0.00787,-4.815,-1.522, 96469.6,  0.00,340.36
2012-06-04 02:00:00,0.00000212,283.98,0.00754,-4.612,-1.806, 96481.5,  0.00,341.06
2012-06-04 03:00:00,0.00000000,283.43,0.00720,-4.409,-2.093, 96493.9,  0.00,320.19
2012-06-04 04:00:00,0.00000000,282.86,0.00692,-4.386,-2.204, 96474.4,  0.00,320.96
2012-06-04 05:00:00,0.00000000,282.29,0.00664,-4.369,-2.320, 96455.8,  0.00,321.75
2012-06-04 06:00:00,0.00000000,281.72,0.00635,-4.349,-2.432, 96437.5,  0.00,289.93
2012-06-04 07:00:00,0.00000000,281.23,0.00620,-3.849,-2.458, 96368.9,  0.00,290.42
2012-06-04 08:00:00,0.00000000,280.75,0.00605,-3.354,-2.490, 96302.1,  0.00,290.95
2012-06-04 09:00:00,0.00000000,280.26,0.00589,-2.854,-2.525, 96235.3, 20.89,283.91
2012-06-04 10:00:00,0.00000000,281.63,0.00615,-3.455,-2.927, 96312.6,147.50,283.00
2012-06-04 11:00:00,0.00000000,283.00,0.00640,-4.056,-3.332, 96392.7,279.31,282.07
2012-06-04 12:00:00,0.00000000,284.38,0.00665,-4.657,-3.739, 96470.6,239.28,342.82
2012-06-04 13:00:00,0.00000000,285.00,0.00680,-4.971,-3.833, 96450.1,327.06,342.41
2012-06-04 14:00:00,0.00000000,285.62,0.00695,-5.288,-3.929, 96428.7,395.66,342.03
2012-06-04 15:00:00,0.00000000,286.24,0.00710,-5.609,-4.027, 96407.6,303.44,361.38
2012-06-04 16:00:00,0.00000000,286.44,0.00733,-5.165,-4.510, 96444.1,324.62,361.32
2012-06-04 17:00:00,0.00000000,286.65,0.00755,-4.727,-4.990, 96482.1,327.37,361.21
2012-06-04 18:00:00,0.00000000,286.85,0.00777,-4.292,-5.470, 96523.0,420.03,352.01
2012-06-04 19:00:00,0.00000000,287.03,0.00782,-4.345,-5.391, 96495.0,374.94,352.09
2012-06-04 20:00:00,0.00000000,287.22,0.00788,-4.406,-5.321, 96468.4,311.84,352.14
2012-06-04 21:00:00,0.00000000,287.40,0.00793,-4.469,-5.244, 96439.8,302.13,336.85
2012-06-04 22:00:00,0.00000000,287.06,0.00805,-4.064,-4.991, 96501.3,209.45,337.38
2012-06-04 23:00:00,0.00000000,286.71,0.00817,-3.663,-4.738, 96562.1,117.48,337.91
2012-06-05 00:00:00,0.00012841,286.36,0.00829,-3.256,-4.487, 96623.2, 16.34,338.61
2012-06-05 01:00:00,0.00000000,285.43,0.00793,-2.887,-4.022, 96609.3,  0.00,338.86
2012-06-05 02:00:00,0.00000000,284.49,0.00757,-2.513,-3.554, 96593.9,  0.00,339.09
2012-06-05 03:00:00,0.00000000,283.56,0.00721,-2.141,-3.085, 96583.8,  0.00,283.22
2012-06-05 04:00:00,0.00000000,282.72,0.00679,-1.729,-3.215, 96566.3,  0.00,283.09
2012-06-05 05:00:00,0.00000000,281.87,0.00637,-1.312,-3.346, 96551.3,  0.00,282.96
2012-06-05 06:00:00,0.00000000,281.03,0.00595,-0.898,-3.475, 96534.9,  0.00,266.58
2012-06-05 07:00:00,0.00000000,280.75,0.00584,-0.838,-3.512, 96513.5,  0.00,266.40
2012-06-05 08:00:00,0.00000000,280.47,0.00573,-0.770,-3.553, 96488.6,  0.00,266.21
2012-06-05 09:00:00,0.00000000,280.19,0.00562,-0.704,-3.592, 96466.6, 17.06,295.38
2012-06-05 10:00:00,0.00000000,282.14,0.00608,-1.222,-3.973, 96538.0,116.18,295.70
2012-06-05 11:00:00,0.00000000,284.09,0.00655,-1.744,-4.354, 96611.5,219.38,296.00
2012-06-05 12:00:00,0.00000000,286.04,0.00702,-2.263,-4.737, 96683.7,266.94,330.46
2012-06-05 13:00:00,0.00000000,286.65,0.00718,-2.945,-4.750, 96651.2,364.78,330.60
2012-06-05 14:00:00,0.00000000,287.27,0.00734,-3.634,-4.761, 96620.5,441.22,330.75
2012-06-05 15:00:00,0.00000000,287.88,0.00750,-4.315,-4.769, 96590.1,235.51,365.89
2012-06-05 16:00:00,0.00003685,287.84,0.00758,-3.989,-4.602, 96620.5,251.98,365.93
2012-06-05 17:00:00,0.00000000,287.80,0.00766,-3.658,-4.437, 96649.7,254.12,365.96
2012-06-05 18:00:00,0.00000000,287.76,0.00773,-3.332,-4.264, 96680.4,285.71,359.16
2012-06-05 19:00:00,0.00000434,287.51,0.00774,-3.515,-3.988, 96705.9,255.16,359.27
2012-06-05 20:00:00,0.00000868,287.26,0.00774,-3.694,-3.713, 96732.8,212.30,359.35
2012-06-05 21:00:00,0.00001335,287.01,0.00775,-3.872,-3.435, 96759.1,192.34,345.51
2012-06-05 22:00:00,0.00000000,285.62,0.00752,-3.460,-3.411, 96799.0,133.57,343.49
2012-06-05 23:00:00,0.00006194,284.23,0.00728,-3.054,-3.384, 96838.9, 75.22,341.45
2012-06-06 00:00:00,0.00000380,282.84,0.00705,-2.638,-3.361, 96881.2, 10.40,343.36
2012-06-06 01:00:00,0.00000082,282.57,0.00701,-2.240,-3.245, 96817.1,  0.00,343.11
2012-06-06 02:00:00,0.00000045,282.30,0.00696,-1.851,-3.130, 96752.7,  0.00,342.87
2012-06-06 03:00:00,0.00000449,282.03,0.00692,-1.452,-3.016, 96691.1,  0.00,337.53
2012-06-06 04:00:00,0.00000000,281.81,0.00686,-1.237,-3.119, 96723.3,  0.00,337.39
2012-06-06 05:00:00,0.00000000,281.59,0.00680,-1.019,-3.223, 96756.0,  0.00,337.28
2012-06-06 06:00:00,0.00000003,281.38,0.00675,-0.798,-3.326, 96787.7,  0.00,324.08
2012-06-06 07:00:00,0.00000786,281.20,0.00668,-0.729,-3.496, 96743.3,  0.00,323.93
2012-06-06 08:00:00,0.00000868,281.02,0.00661,-0.650,-3.671, 96699.1,  0.00,323.80
2012-06-06 09:00:00,0.00000453,280.84,0.00654,-0.575,-3.847, 96653.8,  9.42,335.92
2012-06-06 10:00:00,0.00000436,281.75,0.00681,-0.973,-3.959, 96699.7, 62.26,337.29
2012-06-06 11:00:00,0.00000436,282.66,0.00709,-1.372,-4.068, 96747.9,117.28,338.66
2012-06-06 12:00:00,0.00000434,283.57,0.00738,-1.776,-4.182, 96792.1,182.75,350.04
2012-06-06 13:00:00,0.00000000,284.46,0.00746,-1.569,-3.870, 96782.7,249.62,351.55
2012-06-06 14:00:00,0.00000000,285.34,0.00754,-1.358,-3.562, 96771.9,301.85,353.13
2012-06-06 15:00:00,0.00000000,286.22,0.00762,-1.151,-3.251, 96761.3,324.86,358.63
2012-06-06 16:00:00,0.00000000,286.68,0.00764,-0.886,-3.210, 96782.4,347.61,359.65
2012-06-06 17:00:00,0.00000000,287.13,0.00768,-0.623,-3.163, 96800.3,350.64,360.70
2012-06-06 18:00:00,0.00000000,287.58,0.00770,-0.359,-3.119, 96819.5,480.87,344.28
2012-06-06 19:00:00,0.00000000,288.19,0.00800,-0.758,-3.307, 96808.0,429.61,345.54
2012-06-06 20:00:00,0.00000000,288.80,0.00830,-1.161,-3.500, 96797.1,357.64,346.83
2012-06-06 21:00:00,0.00000000,289.40,0.00861,-1.557,-3.691, 96787.9,265.47,342.59
2012-06-06 22:00:00,0.00000000,288.16,0.00839,-1.549,-3.218, 96800.6,184.65,340.63
2012-06-06 23:00:00,0.00000050,286.91,0.00818,-1.538,-2.749, 96817.3,104.42,338.65
2012-06-07 00:00:00,0.00000549,285.67,0.00797,-1.534,-2.284, 96831.0, 11.49,348.96
2012-06-07 01:00:00,0.00000000,284.47,0.00762,-1.417,-2.221, 96868.1,  0.00,346.72
2012-06-07 02:00:00,0.00000000,283.26,0.00727,-1.301,-2.148, 96907.5,  0.00,344.49
2012-06-07 03:00:00,0.00000020,282.06,0.00694,-1.179,-2.085, 96945.0,  0.00,332.02
2012-06-07 04:00:00,0.00000130,281.53,0.00677,-1.182,-1.972, 96915.7,  0.00,330.81
2012-06-07 05:00:00,0.00000000,280.99,0.00661,-1.192,-1.855, 96886.2,  0.00,329.57
2012-06-07 06:00:00,0.00000000,280.46,0.00645,-1.193,-1.739, 96854.7,  0.00,323.78
2012-06-07 07:00:00,0.00000000,280.33,0.00638,-1.063,-1.855, 96825.3,  0.00,323.51
2012-06-07 08:00:00,0.00000000,280.21,0.00631,-0.923,-1.970, 96794.9,  0.00,323.28
2012-06-07 09:00:00,0.00000000,280.08,0.00623,-0.791,-2.086, 96766.9,  9.85,333.63
2012-06-07 10:00:00,0.00000000,280.84,0.00638,-0.702,-2.187, 96780.9, 63.32,333.89
2012-06-07 11:00:00,0.00000000,281.61,0.00653,-0.610,-2.286, 96795.8,119.03,334.14
2012-06-07 12:00:00,0.00000000,282.37,0.00669,-0.520,-2.387, 96809.3,246.09,342.09
2012-06-07 13:00:00,0.00000000,283.77,0.00695,-0.252,-2.756, 96777.6,336.06,343.33
2012-06-07 14:00:00,0.00000000,285.17,0.00722, 0.017,-3.129, 96742.8,406.36,344.65
2012-06-07 15:00:00,0.00000000,286.56,0.00750, 0.286,-3.497, 96709.0,653.18,333.16
2012-06-07 16:00:00,0.00000000,287.65,0.00763,-0.099,-3.250, 96664.1,698.92,334.43
2012-06-07 17:00:00,0.00000000,288.74,0.00776,-0.477,-2.999, 96617.3,705.12,335.70
2012-06-07 18:00:00,0.00000000,289.83,0.00789,-0.865,-2.749, 96573.6,765.06,327.13
2012-06-07 19:00:00,0.00000000,290.57,0.00800, 0.384,-2.308, 96598.7,683.70,328.25
2012-06-07 20:00:00,0.00000000,291.31,0.00811, 1.638,-1.868, 96628.0,569.45,329.38
2012-06-07 21:00:00,0.00000000,292.06,0.00822, 2.889,-1.431, 96656.4,488.82,312.37
2012-06-07 22:00:00,0.00000000,290.67,0.00822, 2.748,-1.512, 96630.0,340.54,311.23
2012-06-07 23:00:00,0.00000000,289.28,0.00821, 2.606,-1.596, 96607.5,193.30,310.09
2012-06-08 00:00:00,0.00000000,287.90,0.00820, 2.457,-1.680, 96582.2, 23.40,282.41
2012-06-08 01:00:00,0.00000000,286.04,0.00732, 2.785,-0.416, 96578.0,  0.00,279.65
2012-06-08 02:00:00,0.00000000,284.18,0.00650, 3.101, 0.841, 96572.2,  0.00,276.86
2012-06-08 03:00:00,0.00000000,282.32,0.00573, 3.421, 2.103, 96568.0,  0.00,268.33
2012-06-08 04:00:00,0.00000000,281.56,0.00564, 3.448, 1.878, 96490.7,  0.00,267.87
2012-06-08 05:00:00,0.00000000,280.79,0.00554, 3.477, 1.645, 96413.1,  0.00,267.37
2012-06-08 06:00:00,0.00000000,280.03,0.00546, 3.504, 1.423, 96335.5,  0.00,265.57
2012-06-08 07:00:00,0.00000000,279.66,0.00536, 3.513, 1.263, 96317.6,  0.00,265.25
2012-06-08 08:00:00,0.00000000,279.29,0.00528, 3.521, 1.103, 96301.7,  0.00,264.93
2012-06-08 09:00:00,0.00000000,278.91,0.00519, 3.527, 0.936, 96285.8, 22.90,273.92
2012-06-08 10:00:00,0.00000000,281.26,0.00608, 3.263, 1.206, 96260.0,143.83,274.81
2012-06-08 11:00:00,0.00000000,283.61,0.00700, 2.991, 1.468, 96236.6,269.82,275.70
2012-06-08 12:00:00,0.00000000,285.95,0.00794, 2.722, 1.735, 96216.9,449.16,307.25
2012-06-08 13:00:00,0.00000000,288.06,0.00841, 2.743, 2.019, 96170.4,613.17,308.06
2012-06-08 14:00:00,0.00000000,290.17,0.00889, 2.754, 2.300, 96126.5,741.41,308.82
2012-06-08 15:00:00,0.00000000,292.28,0.00937, 2.775, 2.584, 96080.4,738.15,341.28
2012-06-08 16:00:00,0.00000002,292.34,0.00917, 2.569, 2.910, 96041.7,789.90,341.19
2012-06-08 17:00:00,0.00000965,292.39,0.00897, 2.361, 3.233, 96002.3,797.02,341.10
2012-06-08 18:00:00,0.00053080,292.45,0.00877, 2.159, 3.559, 95961.5,555.95,360.02
2012-06-08 19:00:00,0.00121883,291.69,0.00874, 2.550, 3.589, 95903.1,497.04,359.62
2012-06-08 20:00:00,0.00046831,290.92,0.00872, 2.940, 3.630, 95850.2,414.20,359.24
2012-06-08 21:00:00,0.00008930,290.16,0.00870, 3.336, 3.663, 95794.4,325.11,352.06
2012-06-08 22:00:00,0.00001627,288.69,0.00844, 3.221, 3.260, 95826.5,226.79,349.92
2012-06-08 23:00:00,0.00070915,287.22,0.00820, 3.110, 2.863, 95861.4,129.21,347.76
2012-06-09 00:00:00,0.00019939,285.76,0.00795, 3.000, 2.460, 95896.6,  9.20,343.30
2012-06-09 01:00:00,0.00046770,284.37,0.00760, 3.046, 2.403, 95943.8,  0.00,341.98
2012-06-09 02:00:00,0.00092603,282.99,0.00725, 3.084, 2.338, 95990.2,  0.00,340.72
2012-06-09 03:00:00,0.00117996,281.61,0.00691, 3.128, 2.283, 96036.2,  0.00,332.11
2012-06-09 04:00:00,0.00096559,281.28,0.00679, 3.625, 1.628, 96067.1,  0.00,332.01
2012-06-09 05:00:00,0.00074126,280.95,0.00667, 4.125, 0.975, 96100.1,  0.00,331.86
2012-06-09 06:00:00,0.00030550,280.61,0.00655, 4.614, 0.326, 96134.5,  0.00,320.49
2012-06-09 07:00:00,0.00000000,280.36,0.00636, 4.322,-0.175, 96070.2,  0.00,320.46
2012-06-09 08:00:00,0.00000000,280.11,0.00618, 4.027,-0.665, 96005.8,  0.00,320.43
2012-06-09 09:00:00,0.00000000,279.86,0.00598, 3.732,-1.162, 95944.8, 14.19,311.53
2012-06-09 10:00:00,0.00000000,280.94,0.00625, 4.074,-1.245, 96038.2, 87.44,313.06
2012-06-09 11:00:00,0.00000000,282.01,0.00652, 4.406,-1.319, 96133.9,163.77,314.60
2012-06-09 12:00:00,0.00000000,283.09,0.00680, 4.745,-1.393, 96225.1,328.27,314.88
2012-06-09 13:00:00,0.00000000,284.66,0.00698, 4.843,-2.572, 96183.3,448.07,316.78
2012-06-09 14:00:00,0.00000000,286.24,0.00716, 4.930,-3.747, 96143.1,541.75,318.69
2012-06-09 15:00:00,0.00000000,287.82,0.00735, 5.022,-4.927, 96100.5,620.51,328.80
2012-06-09 16:00:00,0.00000000,288.49,0.00734, 5.009,-5.022, 96153.4,664.13,329.42
2012-06-09 17:00:00,0.00005690,289.16,0.00734, 4.998,-5.111, 96208.6,670.16,330.04
2012-06-09 18:00:00,0.00000260,289.84,0.00734, 4.988,-5.206, 96261.6,723.97,336.06
2012-06-09 19:00:00,0.00000000,290.24,0.00750, 4.271,-5.060, 96233.7,647.38,336.30
2012-06-09 20:00:00,0.00000000,290.63,0.00766, 3.550,-4.912, 96206.6,539.70,336.53
2012-06-09 21:00:00,0.00000000,291.03,0.00783, 2.834,-4.762, 96178.1,374.05,359.02
2012-06-09 22:00:00,0.00000000,289.95,0.00795, 2.208,-4.073, 96305.1,261.33,357.50
2012-06-09 23:00:00,0.00000000,288.86,0.00807, 1.582,-3.376, 96432.8,149.35,355.98
2012-06-10 00:00:00,0.00000000,287.78,0.00818, 0.960,-2.686, 96558.9, 23.70,342.92
2012-06-10 01:00:00,0.00000000,286.28,0.00763, 0.887,-2.789, 96574.7,  0.00,340.84
2012-06-10 02:00:00,0.00000000,284.78,0.00711, 0.821,-2.893, 96592.2,  0.00,338.81
2012-06-10 03:00:00,0.00000000,283.29,0.00660, 0.755,-3.000, 96605.8,  0.00,325.75
2012-06-10 04:00:00,0.00000000,282.68,0.00643, 0.805,-2.772, 96681.7,  0.00,325.22
2012-06-10 05:00:00,0.00000001,282.08,0.00628, 0.851,-2.550, 96751.8,  0.00,324.71
2012-06-10 06:00:00,0.00000001,281.48,0.00612, 0.897,-2.321, 96827.6,  0.00,295.54
2012-06-10 07:00:00,0.00000001,281.26,0.00598, 0.586,-2.158, 96829.3,  0.00,295.60
2012-06-10 08:00:00,0.00000001,281.05,0.00585, 0.270,-1.991, 96832.6,  0.00,295.68
2012-06-10 09:00:00,0.00000000,280.83,0.00571,-0.041,-1.825, 96834.4, 25.23,282.91
2012-06-10 10:00:00,0.00000000,282.57,0.00634,-0.234,-1.710, 96993.6,152.85,283.72
2012-06-10 11:00:00,0.00000000,284.31,0.00698,-0.419,-1.589, 97152.6,285.89,284.49
2012-06-10 12:00:00,0.00000000,286.05,0.00764,-0.611,-1.472, 97309.7,448.18,302.78
2012-06-10 13:00:00,0.00000000,287.59,0.00800,-0.826,-2.068, 97287.2,611.66,304.03
2012-06-10 14:00:00,0.00000000,289.12,0.00837,-1.048,-2.661, 97266.0,739.50,305.29
2012-06-10 15:00:00,0.00000000,290.66,0.00876,-1.271,-3.251, 97243.2,805.06,323.88
2012-06-10 16:00:00,0.00000000,291.62,0.00901,-1.820,-2.481, 97275.3,861.70,325.29
2012-06-10 17:00:00,0.00000000,292.59,0.00928,-2.365,-1.713, 97307.8,869.66,326.72
2012-06-10 18:00:00,0.00000000,293.55,0.00955,-2.914,-0.941, 97340.3,780.15,357.85
2012-06-10 19:00:00,0.00000000,294.01,0.00975,-2.485,-0.691, 97320.4,697.90,359.21
2012-06-10 20:00:00,0.00000000,294.48,0.00995,-2.049,-0.436, 97303.1,582.05,360.60
2012-06-10 21:00:00,0.00000000,294.95,0.01015,-1.617,-0.184, 97285.6,439.34,371.95
2012-06-10 22:00:00,0.00000000,294.06,0.01051,-1.609, 0.434, 97343.0,307.36,371.90
2012-06-10 23:00:00,0.00000000,293.17,0.01087,-1.606, 1.059, 97401.4,176.22,371.82
2012-06-11 00:00:00,0.00000000,292.28,0.01123,-1.605, 1.679, 97460.4, 32.13,334.70
2012-06-11 01:00:00,0.00000000,290.21,0.00993,-1.665, 2.217, 97483.8,  0.00,332.71
2012-06-11 02:00:00,0.00000000,288.15,0.00868,-1.728, 2.749, 97504.6,  0.00,330.72
2012-06-11 03:00:00,0.00000000,286.08,0.00750,-1.785, 3.289, 97528.5,  0.00,295.29
2012-06-11 04:00:00,0.00000000,285.05,0.00722,-1.386, 3.345, 97537.6,  0.00,294.19
2012-06-11 05:00:00,0.00000000,284.01,0.00695,-0.990, 3.401, 97544.9,  0.00,293.11
2012-06-11 06:00:00,0.00000000,282.98,0.00668,-0.584, 3.459, 97554.1,  0.00,281.49
2012-06-11 07:00:00,0.00000000,282.55,0.00656,-0.644, 3.406, 97561.9,  0.00,281.24
2012-06-11 08:00:00,0.00000000,282.11,0.00643,-0.700, 3.353, 97570.6,  0.00,281.01
2012-06-11 09:00:00,0.00000000,281.67,0.00631,-0.764, 3.298, 97577.7, 22.08,295.09
2012-06-11 10:00:00,0.00000000,283.91,0.00729,-0.663, 3.457, 97628.1,132.07,296.60
2012-06-11 11:00:00,0.00000000,286.15,0.00831,-0.570, 3.623, 97680.7,246.75,298.11
2012-06-11 12:00:00,0.00000000,288.38,0.00937,-0.469, 3.782, 97730.8,417.79,328.43
2012-06-11 13:00:00,0.00000000,290.50,0.01007,-0.556, 4.256, 97652.2,570.12,329.44
2012-06-11 14:00:00,0.00000000,292.61,0.01079,-0.640, 4.733, 97575.6,689.29,330.52
2012-06-11 15:00:00,0.00000000,294.73,0.01152,-0.724, 5.204, 97496.2,701.38,350.87
2012-06-11 16:00:00,0.00000000,295.33,0.01164,-0.484, 5.610, 97486.4,750.80,351.28
2012-06-11 17:00:00,0.00000000,295.95,0.01178,-0.243, 6.010, 97476.7,757.92,351.72
2012-06-11 18:00:00,0.00000000,296.56,0.01190,-0.005, 6.409, 97467.6,850.09,360.51
2012-06-11 19:00:00,0.00000000,297.00,0.01232, 0.462, 6.197, 97430.2,760.60,360.74
2012-06-11 20:00:00,0.00000000,297.44,0.01274, 0.925, 5.985, 97394.0,634.66,361.00
2012-06-11 21:00:00,0.00000000,297.88,0.01317, 1.396, 5.772, 97355.4,483.88,360.40
2012-06-11 22:00:00,0.00000000,296.48,0.01309, 0.939, 5.138, 97344.4,338.91,358.82
2012-06-11 23:00:00,0.00000000,295.08,0.01301, 0.481, 4.508, 97334.5,194.91,357.20
2012-06-12 00:00:00,0.00000000,293.68,0.01292, 0.020, 3.870, 97322.6, 22.70,338.10
